seed,x,z,winner,second,margin,override
-1,-12288,20480,minecraft:plains,minecraft:forest,0.23201001298775537,false
-1,-8192,20480,minecraft:plains,minecraft:forest,0.24399401643305885,false
-1,-4096,20480,minecraft:forest,minecraft:birch_forest,0.0419342087926019,false
-1,0,20480,minecraft:deep_ocean,,1.0,true
-1,4096,20480,minecraft:plains,minecraft:forest,0.15235596359558456,false
-1,8192,20480,minecraft:plains,minecraft:forest,0.09076843910365362,false
-1,12288,20480,minecraft:forest,minecraft:plains,0.045780426050262224,false
-1,16384,20480,minecraft:deep_ocean,,1.0,true
-1,20480,20480,minecraft:plains,minecraft:forest,0.1625230489394901,false
-1,24576,20480,minecraft:plains,minecraft:forest,0.11520997830900481,false
-1,28672,20480,minecraft:forest,minecraft:birch_forest,0.0849464274886802,false
-1,32768,20480,minecraft:deep_ocean,,1.0,true
-1,-32768,24576,minecraft:deep_ocean,,1.0,true
-1,-28672,24576,minecraft:plains,minecraft:forest,0.3324483243060148,false
-1,-24576,24576,minecraft:plains,minecraft:forest,0.2334481852875404,false
-1,-20480,24576,minecraft:forest,minecraft:plains,0.10887794900124947,false
-1,-16384,24576,minecraft:deep_ocean,,1.0,true
-1,-12288,24576,minecraft:plains,minecraft:forest,0.28244262229990624,false
-1,-8192,24576,minecraft:plains,minecraft:forest,0.07557400410836856,false
-1,-4096,24576,minecraft:forest,minecraft:birch_forest,0.09130746137770351,false
-1,0,24576,minecraft:deep_ocean,,1.0,true
-1,4096,24576,minecraft:plains,minecraft:forest,0.24498200468797737,false
-1,8192,24576,minecraft:plains,minecraft:forest,0.17080853870711443,false
-1,12288,24576,minecraft:forest,minecraft:plains,0.12074513944917842,false
-1,16384,24576,minecraft:deep_ocean,,1.0,true
-1,20480,24576,minecraft:plains,minecraft:forest,0.03919889871955984,false
-1,24576,24576,minecraft:plains,minecraft:forest,0.10322614294101506,false
-1,28672,24576,minecraft:forest,minecraft:birch_forest,0.1238993040498465,false
-1,32768,24576,minecraft:deep_ocean,,1.0,true
-1,-32768,28672,minecraft:deep_ocean,,1.0,true
-1,-28672,28672,minecraft:plains,minecraft:forest,0.397908109643783,false
-1,-24576,28672,minecraft:forest,minecraft:plains,0.03210673718976387,false
-1,-20480,28672,minecraft:ocean,,1.0,true
-1,-16384,28672,minecraft:deep_ocean,,1.0,true
-1,-12288,28672,minecraft:plains,minecraft:forest,0.2617838978953183,false
-1,-8192,28672,minecraft:plains,minecraft:forest,0.04375563956828976,false
-1,-4096,28672,minecraft:forest,minecraft:birch_forest,0.011712328509491665,false
-1,0,28672,minecraft:deep_ocean,,1.0,true
-1,4096,28672,minecraft:plains,minecraft:forest,0.20031968076778706,false
-1,8192,28672,minecraft:plains,minecraft:forest,0.06360892616369618,false
-1,12288,28672,minecraft:forest,minecraft:birch_forest,0.0663969929640218,false
-1,16384,28672,minecraft:deep_ocean,,1.0,true
-1,20480,28672,minecraft:plains,minecraft:forest,0.36123457763104294,false
-1,24576,28672,minecraft:plains,minecraft:forest,0.019251606566867863,false
-1,28672,28672,minecraft:forest,minecraft:birch_forest,0.07457095901109712,false
-1,32768,28672,minecraft:deep_ocean,,1.0,true
-1,-32768,32768,minecraft:deep_ocean,,1.0,true
-1,-28672,32768,minecraft:deep_ocean,,1.0,true
-1,-24576,32768,minecraft:deep_ocean,,1.0,true
-1,-20480,32768,minecraft:deep_ocean,,1.0,true
-1,-16384,32768,minecraft:deep_ocean,,1.0,true
-1,-12288,32768,minecraft:deep_ocean,,1.0,true
-1,-8192,32768,minecraft:deep_ocean,,1.0,true
-1,-4096,32768,minecraft:deep_ocean,,1.0,true
-1,0,32768,minecraft:deep_ocean,,1.0,true
-1,4096,32768,minecraft:deep_ocean,,1.0,true
-1,8192,32768,minecraft:deep_ocean,,1.0,true
-1,12288,32768,minecraft:deep_ocean,,1.0,true
-1,16384,32768,minecraft:deep_ocean,,1.0,true
-1,20480,32768,minecraft:deep_ocean,,1.0,true
-1,24576,32768,minecraft:deep_ocean,,1.0,true
-1,28672,32768,minecraft:deep_ocean,,1.0,true
-1,32768,32768,minecraft:deep_ocean,,1.0,true
1,-32768,-32768,minecraft:deep_ocean,,1.0,true
1,-28672,-32768,minecraft:deep_ocean,,1.0,true
1,-24576,-32768,minecraft:deep_ocean,,1.0,true
1,-20480,-32768,minecraft:deep_ocean,,1.0,true
1,-16384,-32768,minecraft:deep_ocean,,1.0,true
1,-12288,-32768,minecraft:deep_ocean,,1.0,true
1,-8192,-32768,minecraft:deep_ocean,,1.0,true
1,-4096,-32768,minecraft:deep_ocean,,1.0,true
1,0,-32768,minecraft:deep_ocean,,1.0,true
1,4096,-32768,minecraft:deep_ocean,,1.0,true
1,8192,-32768,minecraft:deep_ocean,,1.0,true
1,12288,-32768,minecraft:deep_ocean,,1.0,true
1,16384,-32768,minecraft:deep_ocean,,1.0,true
1,20480,-32768,minecraft:deep_ocean,,1.0,true
1,24576,-32768,minecraft:deep_ocean,,1.0,true
1,28672,-32768,minecraft:deep_ocean,,1.0,true
1,32768,-32768,minecraft:deep_ocean,,1.0,true
1,-32768,-28672,minecraft:deep_ocean,,1.0,true
1,-28672,-28672,minecraft:plains,minecraft:forest,0.2809329968801051,false
1,-24576,-28672,minecraft:plains,minecraft:forest,0.11288235597119411,false
1,-20480,-28672,minecraft:forest,minecraft:birch_forest,0.1034901697108328,false
1,-16384,-28672,minecraft:deep_ocean,,1.0,true
1,-12288,-28672,minecraft:plains,minecraft:forest,0.2313092930371703,false
1,-8192,-28672,minecraft:plains,minecraft:forest,0.05805502974628163,false
1,-4096,-28672,minecraft:forest,minecraft:birch_forest,0.01486142510911026,false
1,0,-28672,minecraft:deep_ocean,,1.0,true
1,4096,-28672,minecraft:plains,minecraft:forest,0.2540063626068626,false
1,8192,-28672,minecraft:plains,minecraft:forest,0.036678209241240434,false
1,12288,-28672,minecraft:birch_forest,minecraft:forest,6.1288882836108E-4,false
1,16384,-28672,minecraft:deep_ocean,,1.0,true
1,20480,-28672,minecraft:plains,minecraft:forest,0.3651369441027533,false
1,24576,-28672,minecraft:plains,minecraft:forest,0.03458350876891936,false
1,28672,-28672,minecraft:forest,minecraft:birch_forest,0.011246629800159003,false
1,32768,-28672,minecraft:deep_ocean,,1.0,true
1,-32768,-24576,minecraft:deep_ocean,,1.0,true
1,-28672,-24576,minecraft:plains,minecraft:forest,0.27630498517208657,false
1,-24576,-24576,minecraft:plains,minecraft:forest,0.20689277752472013,false
1,-20480,-24576,minecraft:forest,minecraft:birch_forest,0.095016679602272,false
1,-16384,-24576,minecraft:deep_ocean,,1.0,true
1,-12288,-24576,minecraft:plains,minecraft:forest,0.21213388495023477,false
1,-8192,-24576,minecraft:plains,minecraft:forest,0.13167229736709518,false
1,-4096,-24576,minecraft:forest,minecraft:plains,0.11788625344990744,false
1,0,-24576,minecraft:deep_ocean,,1.0,true
1,4096,-24576,minecraft:plains,minecraft:forest,0.20892937452557547,false
1,8192,-24576,minecraft:forest,minecraft:plains,0.10694718151879956,false
1,12288,-24576,minecraft:forest,minecraft:plains,0.1013602802542426,false
1,16384,-24576,minecraft:deep_ocean,,1.0,true
1,20480,-24576,minecraft:plains,minecraft:forest,0.17025072351744153,false
1,24576,-24576,minecraft:plains,minecraft:forest,0.09067267807961954,false
1,28672,-24576,minecraft:forest,minecraft:plains,0.08303985614582465,false
1,32768,-24576,minecraft:deep_ocean,,1.0,true
1,-32768,-20480,minecraft:deep_ocean,,1.0,true
1,-28672,-20480,minecraft:ocean,,1.0,true
1,-24576,-20480,minecraft:plains,minecraft:forest,0.20798883750670882,false
1,-20480,-20480,minecraft:forest,minecraft:birch_forest,0.03644759467289149,false
1,-16384,-20480,minecraft:deep_ocean,,1.0,true
1,-12288,-20480,minecraft:plains,minecraft:forest,0.07767785766267343,false
1,-8192,-20480,minecraft:plains,minecraft:forest,0.09570509013068051,false
1,-4096,-20480,minecraft:forest,minecraft:birch_forest,0.13547753732623757,false
1,0,-20480,minecraft:deep_ocean,,1.0,true
1,4096,-20480,minecraft:plains,minecraft:forest,0.10367573092579141,false
1,8192,-20480,minecraft:plains,minecraft:forest,0.09492294070225593,false
1,12288,-20480,minecraft:ocean,,1.0,true
1,16384,-20480,minecraft:deep_ocean,,1.0,true
1,20480,-20480,minecraft:plains,minecraft:forest,0.19063316903542193,false
1,24576,-20480,minecraft:plains,minecraft:forest,0.0585142021011108,false
1,28672,-20480,minecraft:ocean,,1.0,true
1,32768,-20480,minecraft:deep_ocean,,1.0,true
1,-32768,-16384,minecraft:deep_ocean,,1.0,true
1,-28672,-16384,minecraft:deep_ocean,,1.0,true
1,-24576,-16384,minecraft:deep_ocean,,1.0,true
1,-20480,-16384,minecraft:deep_ocean,,1.0,true
1,-16384,-16384,minecraft:deep_ocean,,1.0,true
1,-12288,-16384,minecraft:deep_ocean,,1.0,true
1,-8192,-16384,minecraft:deep_ocean,,1.0,true
1,-4096,-16384,minecraft:deep_ocean,,1.0,true
1,0,-16384,minecraft:deep_ocean,,1.0,true
1,4096,-16384,minecraft:deep_ocean,,1.0,true
1,8192,-16384,minecraft:deep_ocean,,1.0,true
1,12288,-16384,minecraft:deep_ocean,,1.0,true
1,16384,-16384,minecraft:deep_ocean,,1.0,true
1,20480,-16384,minecraft:deep_ocean,,1.0,true
1,24576,-16384,minecraft:deep_ocean,,1.0,true
1,28672,-16384,minecraft:deep_ocean,,1.0,true
1,32768,-16384,minecraft:deep_ocean,,1.0,true
1,-32768,-12288,minecraft:deep_lukewarm_ocean,,1.0,true
1,-28672,-12288,minecraft:plains,minecraft:savanna,0.24202046434233504,false
1,-24576,-12288,minecraft:plains,minecraft:forest,0.07645940624267855,false
1,-20480,-12288,minecraft:forest,minecraft:birch_forest,0.14598006974848543,false
1,-16384,-12288,minecraft:deep_ocean,,1.0,true
1,-12288,-12288,minecraft:lukewarm_ocean,,1.0,true
1,-8192,-12288,minecraft:forest,minecraft:plains,0.006943283720537874,false
1,-4096,-12288,minecraft:lukewarm_ocean,,1.0,true
1,0,-12288,minecraft:deep_ocean,,1.0,true
1,4096,-12288,minecraft:lukewarm_ocean,,1.0,true
1,8192,-12288,minecraft:plains,minecraft:forest,0.0707620377234306,false
1,12288,-12288,minecraft:forest,minecraft:plains,0.16244079960111146,false
1,16384,-12288,minecraft:deep_lukewarm_ocean,,1.0,true
1,20480,-12288,minecraft:plains,minecraft:savanna,0.24105511004064395,false
1,24576,-12288,minecraft:plains,minecraft:forest,0.21873389550121225,false
1,28672,-12288,minecraft:forest,minecraft:birch_forest,0.12561988251445522,false
1,32768,-12288,minecraft:deep_ocean,,1.0,true
1,-32768,-8192,minecraft:deep_lukewarm_ocean,,1.0,true
1,-28672,-8192,minecraft:plains,minecraft:savanna,0.21129652270321697,false
1,-24576,-8192,minecraft:plains,minecraft:savanna,0.026173901540819333,false
1,-20480,-8192,minecraft:forest,minecraft:plains,0.09806834826591515,false
1,-16384,-8192,minecraft:deep_lukewarm_ocean,,1.0,true
1,-12288,-8192,minecraft:plains,minecraft:savanna,0.20567090256669418,false
1,-8192,-8192,minecraft:plains,minecraft:savanna,0.2804668717909248,false
1,-4096,-8192,minecraft:forest,minecraft:plains,0.14079814048638162,false
1,0,-8192,minecraft:deep_lukewarm_ocean,,1.0,true
1,4096,-8192,minecraft:plains,minecraft:savanna,0.19192052101541446,false
1,8192,-8192,minecraft:plains,minecraft:forest,0.19033044545558064,false
1,12288,-8192,minecraft:forest,minecraft:plains,0.10566783902447308,false
1,16384,-8192,minecraft:deep_lukewarm_ocean,,1.0,true
1,20480,-8192,minecraft:plains,minecraft:savanna,0.21655595487712276,false
1,24576,-8192,minecraft:plains,minecraft:forest,0.1234794910558995,false
1,28672,-8192,minecraft:forest,minecraft:plains,0.10492623089813446,false
1,32768,-8192,minecraft:deep_lukewarm_ocean,,1.0,true
1,-32768,-4096,minecraft:deep_lukewarm_ocean,,1.0,true
1,-28672,-4096,minecraft:lukewarm_ocean,,1.0,true
1,-24576,-4096,minecraft:plains,minecraft:savanna,0.12722501819342436,false
1,-20480,-4096,minecraft:forest,minecraft:sparse_jungle,0.2256768926770345,false
1,-16384,-4096,minecraft:deep_lukewarm_ocean,,1.0,true
1,-12288,-4096,minecraft:plains,minecraft:savanna,0.1091899242658193,false
1,-8192,-4096,minecraft:plains,minecraft:savanna,0.13179466062170409,false
1,-4096,-4096,minecraft:forest,minecraft:plains,0.07506685302274463,false
1,0,-4096,minecraft:deep_lukewarm_ocean,,1.0,true
1,4096,-4096,minecraft:plains,minecraft:savanna,0.11294140231995153,false
1,8192,-4096,minecraft:plains,minecraft:savanna,0.12069711661327664,false
1,12288,-4096,minecraft:plains,minecraft:forest,0.016145120748467856,false
1,16384,-4096,minecraft:deep_lukewarm_ocean,,1.0,true
1,20480,-4096,minecraft:lukewarm_ocean,,1.0,true
1,24576,-4096,minecraft:plains,minecraft:savanna,0.08569234298410544,false
1,28672,-4096,minecraft:forest,minecraft:plains,0.12346339159847619,false
1,32768,-4096,minecraft:deep_lukewarm_ocean,,1.0,true
1,-32768,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,-28672,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,-24576,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,-20480,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,-16384,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,-12288,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,-8192,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,-4096,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,0,0,minecraft:deep_lukewarm_ocean,,1.0,true
1,4096,0,minecraft:deep_lukewarm_ocean,,1.0,true
